timestamp,tweet_text,username,all_hashtags,followers_count
2020-06-27 09:16:40,"b""Men,   Still Want to know a good woman?  Observe her mother.  She is a direct reflection of her mother's behaviour towards her father. #MasculinitySaturday  #WalkingHusbands""",b'mr_rightKE',"['MasculinitySaturday', 'WalkingHusbands']",1094
2020-06-27 09:15:06,"b""'Grateful Thankful Blessed' tees - Available at Ksh1000. Call or WhatsApp  254 (0) 700 135552   https://t.co/8SQbZzgpJa  #WalkingHusbands #KibwanaRutoProject https://t.co/227KV4KHW3""",b'theurbanwear',"['WalkingHusbands', 'KibwanaRutoProject']",2391
2020-06-27 09:13:52,"b""Who's ready to become the queen  \xe2\x9d\xa4\xe2\x9d\xa4\xf0\x9f\x8e\xb6\xf0\x9f\x95\xaa\xf0\x9f\x95\xaa\xf0\x9f\x8e\x99\xe2\x9c\x8c\xf0\x9f\x92\x95 #WalkingHusbands""",b'petermswati',['WalkingHusbands'],982
2020-06-27 09:12:47,b'ITS ALL STARTS WITH #THEHATEYOUGIV follow  @Thehateyougiv  ifb immediately @Thehateyougiv  follow for follow back #thehateyougiv Quote Tweet #kibaki #WalkingHusbands #Railaodinga #TheCorruptLavingtonChurch #WhatTriggersKaren #sancho #TanzaniaUnforgettable #Spain #CorruptSenateKE https://t.co/15kiiNygIb',b'Thehateyougiv',"['THEHATEYOUGIV', 'thehateyougiv', 'kibaki', 'WalkingHusbands', 'Railaodinga', 'TheCorruptLavingtonChurch', 'WhatTriggersKaren', 'sancho', 'TanzaniaUnforgettable', 'Spain', 'CorruptSenateKE']",477
2020-06-27 09:12:15,"b""It's interesting how terms &amp; titles are made to mean in Kenya. If the #WalkingHusbands are the kinds of Kamotho Waiganjo, then we must have our moral values badly eroded!""",b'lexuskanyugi',['WalkingHusbands'],5224
2020-06-27 09:11:12,b'@martinMkimathi The battle is on vote!!! vote!! #TeenRepublikNTV  #WalkingHusbands https://t.co/5fL13BWehP',b'ntvteenrepublik',"['TeenRepublikNTV', 'WalkingHusbands']",15016
2020-06-27 09:10:35,"b""Such couples proves that there can be real husband's #WalkingHusbands https://t.co/LEno2p3rXN""",b'OmoshObamah',['WalkingHusbands'],3
2020-06-27 09:10:22,b'What is this about?  #WalkingHusbands',b'hametuku',['WalkingHusbands'],4619
2020-06-27 09:08:38,"b""And where are they . The only one I know who can't be scarce to women is the sugoi master\xf0\x9f\xa4\x97#WalkingHusbands""",b'OmoshObamah',['WalkingHusbands'],3
2020-06-27 09:05:02,b'Join our Zoom meeting NOW ON Topic: Cataract (Lens opacity) By Dr.Patrick Mayan (Ophthalmologist)* Meeting in progress  https://t.co/pxItYOdKWc \xc2\xa0Meeting ID: 962 1370 2943 Password: 547409 Regards #TheCorruptLavingtonChurch Kibaki State House #WalkingHusbands  #SenateNiYaSweetie',b'wakajuaness',"['TheCorruptLavingtonChurch', 'WalkingHusbands', 'SenateNiYaSweetie']",9928
2020-06-27 09:03:45,"b""My friends, even if you are the #WalkingHusbands, the best you can do is to keep walking. You'll get there...""",b'benjahteresa',['WalkingHusbands'],1273
2020-06-27 09:03:24,"b""If you want to be like them, then you have to be there for your partner and ladies lets all learn, be asking your man how is your hobby going, do things that he enjoys even if you don't. Be reminding him that you're committed to him  #WalkingHusbands  Kibakia Raila Gikomba https://t.co/fGNAt0thz1""",b'nzioki_caroline',['WalkingHusbands'],523
2020-06-27 09:03:18,b'When your joke bangs &amp; your waiting for your friends to settle down \xf0\x9f\xa4\xa3 #ShuduMustFall #LockdownHouseParty #WalkingHusbands https://t.co/iwW3x7mBqK',b'tigerhimself1',"['ShuduMustFall', 'LockdownHouseParty', 'WalkingHusbands']",11
2020-06-27 09:02:52,b'\xe2\x9c\x85Great leather upholstery fitted for your car  We can deliver and fit anywhere within Kenya   \xe2\x98\x8e\xef\xb8\x8f0724457647   #WalkingHusbands #TheCorruptLavingtonChurch Kibaki Kivutha Kibwana Gikomba State House Uhuru Kenyatta Corona Kenya https://t.co/Fu15XxFGug',b'billsamoferro',"['WalkingHusbands', 'TheCorruptLavingtonChurch']",401
2020-06-27 09:01:23,b'Woris this na? \xf0\x9f\x98\xb3#WalkingHusbands',b'sucameSunjeh',['WalkingHusbands'],1534
2020-06-27 09:00:22,b'#WalkingHusbands are you less than 10k followers retweet and like with your handles and we follow you #SenateNiYaSweetie  #TheCorruptLavingtonChurch  #gainwithstan',b'theegossipguru',"['WalkingHusbands', 'SenateNiYaSweetie', 'TheCorruptLavingtonChurch', 'gainwithstan']",35
2020-06-27 09:00:07,b'ELECROSTATICS 1 - Form 1 Physics Notes https://t.co/IO5AaNJVNf #WalkingHusbands https://t.co/SJmLnjmUco',b'easy_elimu',['WalkingHusbands'],978
2020-06-27 09:00:00,b'5GB storage 100GB Monthly Bandwidth Unlimited Email Accounts Free SSL Certificate All these at 600/= per year at Shujaa Host.  Learn more at https://t.co/ZkHuKuAAQm  #WalkingHusbands #TheCorruptLavingtonChurch Kibaki Kivutha Kibwana Gikomba State House https://t.co/1eJtpHYNOM',b'Shujaahost_ke',"['WalkingHusbands', 'TheCorruptLavingtonChurch']",442
2020-06-27 08:58:57,b'Mbona Wasafi Wanatoa Hits After Hits? What are Kenyan artists doing wrong? @diamondplatnumz @Rayvanny  #WalkingHusbands #KibwanaRutoProject #MalalaDownFall #MasculinitySaturday   https://t.co/7SswTkt54e',b'protij_manu',"['WalkingHusbands', 'KibwanaRutoProject', 'MalalaDownFall', 'MasculinitySaturday']",3056
2020-06-27 08:58:49,b'Better to begin with a walking husband and you fly together than to begin with a flying husband and end up walking both of you. Some women can make a walking husband fly while other can make a flying husband walk. #WalkingHusbands',b'benjahteresa',['WalkingHusbands'],1273
